divname,divrating,plusminus,season,teamid,teamname,type,year,observed_ratings
5/2 Div 3,900.0,-1.85714285714,Summer,34876,O'Rhino,Club,2013,788.571428572
5/2 Div 3,900.0,3.4,Summer,34873,Rabbit Disk,Club,2013,1104.0
5/2 Div 3,900.0,1.2,Summer,34787,Spam,Club,2013,972.0
5/2 Div 3,900.0,-3.33333333333,Summer,34806,Spawning Alewives,Club,2013,700.0
5/2 Div 3,900.0,-0.222222222222,Summer,34803,The Coasters,Club,2013,886.666666667
5/2 Div 3,900.0,-2.15384615385,Summer,34828,THEM!,Club,2013,770.769230769
5/2 Div 3,900.0,-0.125,Summer,34837,Top Shelf,Club,2013,892.5
5/2 Div 3,900.0,1.25,Summer,34875,WolfGang,Club,2013,975.0
Open Div 1,1400.0,2.4,Summer,35349,Concrete Jungle,Club,2013,1544.0
Open Div 1,1400.0,3.05263157895,Summer,34571,Crossroads,Club,2013,1583.15789474
Open Div 1,1400.0,-0.714285714286,Summer,34895,Discellaneous,Club,2013,1357.14285714
Open Div 1,1400.0,1.75,Summer,34864,Fat Bass,Club,2013,1505.0
Open Div 1,1400.0,-0.357142857143,Summer,34890,Flying Jackalopes,Club,2013,1378.57142857
Open Div 1,1400.0,0.666666666667,Summer,34838,Iron Squids,Club,2013,1440.0
Open Div 1,1400.0,-4.75,Summer,34888,Kontinental,Club,2013,1115.0
Open Div 1,1400.0,1.44444444444,Summer,34851,Savage Strike,Club,2013,1486.66666667
Open Div 1,1400.0,0.583333333333,Summer,34832,Stall 9,Club,2013,1435.0
Open Div 2,1200.0,0.375,Summer,34829,DISCtinguished Gentlemen,Club,2013,1222.5
Open Div 2,1200.0,0.666666666667,Summer,34810,Hucking Fooligans,Club,2013,1240.0
Open Div 2,1200.0,-3.45454545455,Summer,34830,Magic Markers,Club,2013,992.727272727
Open Div 2,1200.0,-1.14285714286,Summer,34882,The Funky Bunch,Club,2013,1131.42857143
JP Mixed (4/3),0.0,0.5,Spring,34587,Trapper Peepers (1),Hat,2013,30.0
JP Mixed (4/3),0.0,-1.66666666667,Spring,34588,BreakSide Ponytail (2),Hat,2013,-100.0
JP Mixed (4/3),0.0,0.666666666667,Spring,34589,Rat Teal (3),Hat,2013,40.0
JP Mixed (4/3),0.0,4.33333333333,Spring,34590,Neon Beige (4),Hat,2013,260.0
JP Mixed (4/3),0.0,8.0,Spring,34591,Skytops (5),Hat,2013,480.0
JP Mixed (4/3),0.0,3.33333333333,Spring,34592,Indiana Zones (6),Hat,2013,200.0
JP Mixed (4/3),0.0,-5.6,Spring,34593,BusinessinFront CutsfromtheStack (7),Hat,2013,-336.0
JP Mixed (4/3),0.0,-4.0,Spring,34594,Denim Denim Denim (8),Hat,2013,-240.0
JP Mixed (4/3),0.0,-0.666666666667,Spring,34595,New Kids On the Stack (9),Hat,2013,-40.0
JP Mixed (4/3),0.0,-1.5,Spring,34596,Purple Rain (10),Hat,2013,-90.0
JP Mixed (4/3),0.0,-1.0,Spring,34597,Party in the Back (11),Hat,2013,-60.0
JP Mixed (4/3),0.0,-3.5,Spring,34598,Pretty in Pink (12),Hat,2013,-210.0
JP Mixed (4/3),0.0,-3.0,Spring,34599,Pumped Up Flicks (13),Hat,2013,-180.0
JP Mixed (4/3),0.0,3.0,Spring,34600,Members Zonely (14),Hat,2013,180.0
JP Mixed (4/3),0.0,-6.33333333333,Spring,34601,Hammer Pants! (15),Hat,2013,-380.0
JP Mixed (4/3),0.0,-4.71428571429,Spring,34602,Lycra Virgin (16),Hat,2013,-282.857142857
JP Mixed (4/3),0.0,3.66666666667,Spring,34603,Daisy Jukes (17),Hat,2013,220.0
JP Mixed (4/3),0.0,2.16666666667,Spring,34604,Roller Blades (18),Hat,2013,130.0
JP Mixed (4/3),0.0,3.28571428571,Spring,34605,Fanny Stack (19),Hat,2013,197.142857143
JP Mixed (4/3),0.0,0.166666666667,Spring,34606,TMNT (20),Hat,2013,10.0
JP Mixed (4/3),0.0,-3.57142857143,Spring,34607,Block of Seagulls (21),Hat,2013,-214.285714286
JP Mixed (4/3),0.0,0.0,Spring,34608,Members Only (22),Hat,2013,0.0
JP Mixed (4/3),0.0,6.14285714286,Spring,34609,Hand Block Cafe (23),Hat,2013,368.571428572
JP Mixed (4/3),0.0,-0.5,Spring,34610,Stack in Black (24),Hat,2013,-30.0
Lexington Mixed (4/3) Weekend,0.0,5.2,Spring,34611,Business in the Front (25),Hat,2013,312.0
Lexington Mixed (4/3) Weekend,0.0,-0.4,Spring,34612,Huck Tales (26),Hat,2013,-24.0
Lexington Mixed (4/3) Weekend,0.0,-4.0,Spring,34613,Big Hair Red Scare (27),Hat,2013,-240.0
Lexington Mixed (4/3) Weekend,0.0,0.0,Spring,34614,Neon Spandisc (28),Hat,2013,0.0
Lexington Mixed (4/3) Weekend,0.0,1.4,Spring,34615,Get Into The Groove (29),Hat,2013,84.0
Lexington Mixed (4/3) Weekend,0.0,-2.2,Spring,34616,The Huckstables (30),Hat,2013,-132.0
Northborough Open,0.0,0.714285714286,Winter,34410,Quit Smoking comma Drink More (1),Hat,2013,42.8571428572
Northborough Open,0.0,3.42857142857,Winter,34411,Hashtag Nationals! (2),Hat,2013,205.714285714
Northborough Open,0.0,3.14285714286,Winter,34412,Going Green (3),Hat,2013,188.571428572
Northborough Open,0.0,-12.8571428571,Winter,34413,We Blue It! (4),Hat,2013,-771.428571426
Northborough Open,0.0,4.42857142857,Winter,34414,Don't Fall Down (5),Hat,2013,265.714285714
Northborough Open,0.0,1.14285714286,Winter,34415,Team Name Next Week (6),Hat,2013,68.5714285716
Revere Open,0.0,-3.875,Winter,34416,Tame the Bulge (7),Hat,2013,-232.5
Revere Open,0.0,12.375,Winter,34417,Touch My Disc More (8),Hat,2013,742.5
Revere Open,0.0,-0.571428571429,Winter,34418,Better Bad Decisions (9),Hat,2013,-34.2857142857
Revere Open,0.0,0.0,Winter,34419,Score More (10),Hat,2013,0.0
Revere Open,0.0,-6.85714285714,Winter,34420,Birthweight (11),Hat,2013,-411.428571428
Revere Open,0.0,4.625,Winter,34421,Try Not To Die (12),Hat,2013,277.5
Revere Open,0.0,8.375,Winter,34422,Year of the Snake (13),Hat,2013,502.5
Revere Open,0.0,-3.875,Winter,34423,1horn1eyeflyingpurplepeopleeater (14),Hat,2013,-232.5
Revere Open,0.0,-0.625,Winter,34424,Earn More Brownie Points (15),Hat,2013,-37.5
Revere Open,0.0,-6.57142857143,Winter,34425,Get Laid Out (16),Hat,2013,-394.285714286
Revere Open,0.0,0.571428571429,Winter,34426,T Rex Secret Agents (17),Hat,2013,34.2857142857
Revere Open,0.0,-6.0,Winter,34427,Think of a Team Name (18),Hat,2013,-360.0
Northborough Open,0.0,-5.4,Holiday,34335,Horton Hears a Hammer (1),Hat,2012,-324.0
Northborough Open,0.0,-6.2,Holiday,34336,Green Eggs and Clam (2),Hat,2012,-372.0
Northborough Open,0.0,5.9,Holiday,34337,Fling 1 Fling 2 (3),Hat,2012,354.0
Northborough Open,0.0,5.7,Holiday,34338,Blue Fish x4 (4),Hat,2012,342.0
Revere Open,0.0,4.0,Holiday,34339,Horton Hears a Huck (5),Hat,2012,240.0
Revere Open,0.0,2.0,Holiday,34340,Green Eggs and Hammy (6),Hat,2012,120.0
Revere Open,0.0,-4.6,Holiday,34341,Cat in the Black (7),Hat,2012,-276.0
Revere Open,0.0,5.90909090909,Holiday,34342,Horton Clears Do You (8),Hat,2012,354.545454545
Revere Open,0.0,-1.90909090909,Holiday,34343,Oh the Places You'll Throw! (9),Hat,2012,-114.545454545
Revere Open,0.0,-0.625,Holiday,34344,Chill Fish Through Fish (10),Hat,2012,-37.5
Revere Open,0.0,-0.2,Holiday,34345,1 Fish 1 Fish (11),Hat,2012,-12.0
Revere Open,0.0,-5.625,Holiday,34346,Yertle the Turtle's Vertle Stack (12),Hat,2012,-337.5
4/3 Div 1,1700.0,3.0,Fall,34164,1-900-OK-FACE,Club,2012,1880.0
4/3 Div 1,1700.0,3.0,Fall,34017,Animals,Club,2012,1880.0
4/3 Div 1,1700.0,2.16666666667,Fall,34004,Bear Cavalry,Club,2012,1830.0
4/3 Div 1,1700.0,-4.6,Fall,34019,Burning River,Club,2012,1424.0
4/3 Div 1,1700.0,-0.6,Fall,34067,Fallchart,Club,2012,1664.0
4/3 Div 1,1700.0,-1.85714285714,Fall,33999,GrassBurner Harvest,Club,2012,1588.57142857
4/3 Div 1,1700.0,-3.66666666667,Fall,34066,GTU,Club,2012,1480.0
4/3 Div 1,1700.0,1.16666666667,Fall,34021,The Heartland,Club,2012,1770.0
4/3 Div 1,1700.0,-1.0,Fall,34015,Topless Pillow Fight,Club,2012,1640.0
4/3 Div 2,1300.0,-0.25,Fall,34001,A Lil Bit Sticky fall,Club,2012,1285.0
4/3 Div 2,1300.0,5.875,Fall,34033,Blood Sweat and Beers,Club,2012,1652.5
4/3 Div 2,1300.0,1.375,Fall,34007,Double Agent,Club,2012,1382.5
4/3 Div 2,1300.0,5.71428571429,Fall,34027,Hammers in Paris,Club,2012,1642.85714286
4/3 Div 2,1300.0,0.0,Fall,34038,Live Poultry Fresh Killed,Club,2012,1300.0
4/3 Div 2,1300.0,-7.0,Fall,34022,Love Handles,Club,2012,880.0
4/3 Div 2,1300.0,2.42857142857,Fall,34145,Nerd Alert,Club,2012,1445.71428571
4/3 Div 2,1300.0,-2.28571428571,Fall,34018,Rebel Alliance,Club,2012,1162.85714286
4/3 Div 2,1300.0,-0.166666666667,Fall,34110,Sketch,Club,2012,1290.0
4/3 Div 2,1300.0,1.6,Fall,34076,Stall of the Wild,Club,2012,1396.0
4/3 Div 2,1300.0,-2.5,Fall,34030,Thats What She Said,Club,2012,1150.0
4/3 Div 2,1300.0,7.14285714286,Fall,34165,The Nutgetters,Club,2012,1728.57142857
4/3 Div 2,1300.0,-7.83333333333,Fall,34011,Top Shelf,Club,2012,830.0
4/3 Div 2,1300.0,-3.0,Fall,34002,Unicorns Capping Dreams,Club,2012,1120.0
4/3 Div 2,1300.0,-1.42857142857,Fall,33997,Upstream,Club,2012,1214.28571429
4/3 Div 3,900.0,0.0,Fall,34032,123 Frisbee,Club,2012,900.0
4/3 Div 3,900.0,-4.8,Fall,34166,Clurichaun,Club,2012,612.0
4/3 Div 3,900.0,0.714285714286,Fall,34012,Fall Dirt,Club,2012,942.857142857
4/3 Div 3,900.0,-6.57142857143,Fall,34009,Huck Buddies,Club,2012,505.714285714
4/3 Div 3,900.0,9.42857142857,Fall,34068,Hungry Hippos,Club,2012,1465.71428571
4/3 Div 3,900.0,-8.28571428571,Fall,34013,It's a Trap,Club,2012,402.857142857
4/3 Div 3,900.0,1.33333333333,Fall,34008,Jam City Swag,Club,2012,980.0
4/3 Div 3,900.0,0.5,Fall,34028,Killer Tofu,Club,2012,930.0
4/3 Div 3,900.0,-3.0,Fall,34143,Moist,Club,2012,720.0
4/3 Div 3,900.0,1.66666666667,Fall,34016,Moosehead Cowpokes,Club,2012,1000.0
4/3 Div 3,900.0,-7.0,Fall,34245,purple cobras,Club,2012,480.0
4/3 Div 3,900.0,2.375,Fall,34005,Stack to the Future,Club,2012,1042.5
4/3 Div 3,900.0,-1.71428571429,Fall,34037,The Coasters,Club,2012,797.142857143
4/3 Div 3,900.0,0.142857142857,Fall,34039,The Flaming Croissants,Club,2012,908.571428571
4/3 Div 3,900.0,-4.375,Fall,34014,THEM!,Club,2012,637.5
4/3 Div 3,900.0,5.75,Fall,33998,Toads,Club,2012,1245.0
4/3 Div 3,900.0,1.5,Fall,34003,Too Drunk to Fail,Club,2012,990.0
4/3 Div 3,900.0,6.625,Fall,34010,Underwater Monkey Cowboys,Club,2012,1297.5
Open Div 1,1300.0,-5.0,Fall,34299,1 Sweet New Team,Club,2012,1000.0
Open Div 1,1300.0,8.0,Fall,34020,AI Practice Squad,Club,2012,1780.0
Open Div 1,1300.0,-1.5,Fall,34075,Fallen Chicken Angel (Spirit Fowl),Club,2012,1210.0
Open Div 1,1300.0,4.66666666667,Fall,34261,Merrimack Ultimate,Club,2012,1580.0
Open Div 1,1300.0,2.16666666667,Fall,34167,Space Coyote,Club,2012,1430.0
Open Div 1,1300.0,-4.66666666667,Fall,34077,Wentworth Ultimate,Club,2012,1020.0
JP Mixed (4/3),0.0,5.85714285714,Fall,34041,Fifty Blades of Grey (2),Hat,2012,351.428571428
JP Mixed (4/3),0.0,-1.16666666667,Fall,34042,Royal Purple Nurples (3),Hat,2012,-70.0000000002
JP Mixed (4/3),0.0,-3.42857142857,Fall,34043,Citric Acid (4),Hat,2012,-205.714285714
JP Mixed (4/3),0.0,3.14285714286,Fall,34044,Honey Dew Dew (5),Hat,2012,188.571428572
JP Mixed (4/3),0.0,-2.14285714286,Fall,34045,Two Buck Huck (6),Hat,2012,-128.571428572
JP Mixed (4/3),0.0,-1.42857142857,Fall,34046,Barack O'Berry (7),Hat,2012,-85.7142857142
JP Mixed (4/3),0.0,-1.28571428571,Fall,34047,Banangnam Style (8),Hat,2012,-77.1428571426
JP Mixed (4/3),0.0,-2.42857142857,Fall,34048,Rune (9),Hat,2012,-145.714285714
JP Mixed (4/3),0.0,3.57142857143,Fall,34049,Legitimate Censourship (10),Hat,2012,214.285714286
JP Mixed (4/3),0.0,-2.57142857143,Fall,34050,Gronk a l'orange (11),Hat,2012,-154.285714286
JP Mixed (4/3),0.0,4.33333333333,Fall,34051,Indecision 12 (12),Hat,2012,260.0
JP Mixed (4/3),0.0,1.0,Fall,34052,Raisin Taxes (13),Hat,2012,60.0
JP Mixed (4/3),0.0,-7.0,Fall,34053,Swing State (14),Hat,2012,-420.0
JP Mixed (4/3),0.0,1.85714285714,Fall,34054,50 Shades of Greypefruit (15),Hat,2012,111.428571428
JP Mixed (4/3),0.0,2.0,Fall,34055,Mars Rover Kiwiosity (16),Hat,2012,120.0
Lexington Coed (5/2) Weekend,0.0,-8.8,Fall,34060,The Huckleberries (21),Hat,2012,-528.0
Lexington Coed (5/2) Weekend,0.0,-1.33333333333,Fall,34061,Scone D (22),Hat,2012,-79.9999999998
Lexington Coed (5/2) Weekend,0.0,6.5,Fall,34062,Goosey Riot (23),Hat,2012,390.0
Lexington Coed (5/2) Weekend,0.0,2.6,Fall,34063,Blackberry Crash (24),Hat,2012,156.0
Lexington Coed (5/2) Weeknight,0.0,-2.75,Fall,34056,Fracking Pumpkins (17),Hat,2012,-165.0
Lexington Coed (5/2) Weeknight,0.0,3.0,Fall,34057,Blueberry coli (18),Hat,2012,180.0
Lexington Coed (5/2) Weeknight,0.0,-3.6,Fall,34058,Mother Smuckers (19),Hat,2012,-216.0
Lexington Coed (5/2) Weeknight,0.0,3.4,Fall,34059,Gray Marriage (20),Hat,2012,204.0
JP Mixed (4/3),0.0,-5.5,Summer,33717,Cocoa Snuffs (1),Hat,2012,-330.0
JP Mixed (4/3),0.0,-1.5,Summer,33718,Son of Sam the Toucan (2),Hat,2012,-90.0
JP Mixed (4/3),0.0,0.875,Summer,33719,Applejack the Ripper (3),Hat,2012,52.5
JP Mixed (4/3),0.0,0.75,Summer,33720,Snap Crackle and Child Arson! (4),Hat,2012,45.0
JP Mixed (4/3),0.0,3.33333333333,Summer,33721,Capt'n Cuthroat (5),Hat,2012,200.0
JP Mixed (4/3),0.0,0.4,Summer,33722,Death Berries (6),Hat,2012,24.0
JP Mixed (4/3),0.0,-2.125,Summer,33723,Special D (7),Hat,2012,-127.5
JP Mixed (4/3),0.0,3.42857142857,Summer,33724,Chucky Charms (8),Hat,2012,205.714285714
JP Mixed (4/3),0.0,0.166666666667,Summer,33725,Grape Cuts (9),Hat,2012,10.0
JP Mixed (4/3),0.0,-3.33333333333,Summer,33726,Special Kaczynski (10),Hat,2012,-200.0
JP Mixed (4/3),0.0,6.83333333333,Summer,33727,Grayish (11),Hat,2012,410.0
JP Mixed (4/3),0.0,-6.33333333333,Summer,33728,Snap Crackle Pop A Cap (12),Hat,2012,-380.0
JP Mixed (4/3),0.0,-0.8,Summer,33729,Apple Jack the Ripper (13),Hat,2012,-48.0
JP Mixed (4/3),0.0,-0.833333333333,Summer,33730,Electric Chairios (14),Hat,2012,-50.0
JP Mixed (4/3),0.0,7.16666666667,Summer,33731,HoneyBundyo'OatsNowWPinkBerries (15),Hat,2012,430.0
JP Mixed (4/3),0.0,-3.6,Summer,33732,Stab Crackle and Pop (16),Hat,2012,-216.0
Lexington Coed (5/2) Weekend,0.0,5.5,Summer,33733,Hucky Charms (17),Hat,2012,330.0
Lexington Coed (5/2) Weekend,0.0,-6.83333333333,Summer,33734,Flix are for Kids (18),Hat,2012,-410.0
Lexington Coed (5/2) Weekend,0.0,-0.333333333333,Summer,33735,Honey Huck Chilly O's (19),Hat,2012,-20.0
Lexington Coed (5/2) Weekend,0.0,3.57142857143,Summer,33736,Hammerio (20),Hat,2012,214.285714286
Lexington Coed (5/2) Weekend,0.0,-3.71428571429,Summer,33739,Waitlist of Champions (21),Hat,2012,-222.857142857
4/3 Div 1,1800.0,-3.90909090909,Summer,32975,BBN,Club,2012,1565.45454545
4/3 Div 1,1800.0,3.0,Summer,33213,Blocktopus,Club,2012,1980.0
4/3 Div 1,1800.0,-5.41666666667,Summer,33211,Booosh!,Club,2012,1475.0
4/3 Div 1,1800.0,2.16666666667,Summer,33149,Capture the Dream,Club,2012,1930.0
4/3 Div 1,1800.0,2.52631578947,Summer,33184,Flowchart,Club,2012,1951.57894737
4/3 Div 1,1800.0,2.86666666667,Summer,32972,GoThrilla,Club,2012,1972.0
4/3 Div 1,1800.0,4.04545454545,Summer,32966,GrassBurner,Club,2012,2042.72727273
4/3 Div 1,1800.0,2.66666666667,Summer,33109,Swingers,Club,2012,1960.0
4/3 Div 1,1800.0,4.71428571429,Summer,33110,Zerg Rush!,Club,2012,2082.85714286
4/3 Div 2,1400.0,-1.66666666667,Summer,32957,A Lil Bit Sitcky,Club,2012,1300.0
4/3 Div 2,1400.0,0.842105263158,Summer,32985,Aunt Jomamas Suburban Legends,Club,2012,1450.52631579
4/3 Div 2,1400.0,-3.0,Summer,33229,Chowbox,Club,2012,1220.0
4/3 Div 2,1400.0,1.73684210526,Summer,33186,Double Agent,Club,2012,1504.21052632
4/3 Div 2,1400.0,-1.125,Summer,32976,Fetch,Club,2012,1332.5
4/3 Div 2,1400.0,-2.38461538462,Summer,32986,Flying Geckos,Club,2012,1256.92307692
4/3 Div 2,1400.0,-0.642857142857,Summer,33207,Hipster Kitties,Club,2012,1361.42857143
4/3 Div 2,1400.0,0.0,Summer,32971,JHOP,Club,2012,1400.0
4/3 Div 2,1400.0,2.14285714286,Summer,32979,"Live Poultry, Fresh Killed",Club,2012,1528.57142857
4/3 Div 2,1400.0,-2.6,Summer,32964,Love Handles,Club,2012,1244.0
4/3 Div 2,1400.0,0.15,Summer,33210,Nerd Alert,Club,2012,1409.0
4/3 Div 2,1400.0,-0.75,Summer,32974,Puddingstone,Club,2012,1355.0
4/3 Div 2,1400.0,-0.947368421053,Summer,33198,Rebel Alliance,Club,2012,1343.15789474
4/3 Div 2,1400.0,-0.5625,Summer,32958,skoosh,Club,2012,1366.25
4/3 Div 2,1400.0,0.947368421053,Summer,32953,Store Bought Dirt,Club,2012,1456.84210526
4/3 Div 2,1400.0,0.5,Summer,33214,Tubbs,Club,2012,1430.0
4/3 Div 2,1400.0,3.08333333333,Summer,33227,Tune Squad,Club,2012,1585.0
4/3 Div 2,1400.0,2.8125,Summer,33238,Turtle Boy,Club,2012,1568.75
4/3 Div 2,1400.0,-2.125,Summer,32969,Upstream,Club,2012,1272.5
4/3 Div 3,1000.0,-6.2,Summer,33100,123 Frisbee,Club,2012,628.0
4/3 Div 3,1000.0,0.2,Summer,33206,Baboon Heart,Club,2012,1012.0
4/3 Div 3,1000.0,2.06666666667,Summer,33220,Double Run,Club,2012,1124.0
4/3 Div 3,1000.0,-6.5,Summer,33147,Huck Buddies,Club,2012,610.0
4/3 Div 3,1000.0,-5.75,Summer,32955,It's a Trap,Club,2012,655.0
4/3 Div 3,1000.0,-2.63636363636,Summer,33215,Stack to the Future,Club,2012,841.818181818
4/3 Div 3,1000.0,-5.81818181818,Summer,32968,The Coasters,Club,2012,650.909090909
4/3 Div 3,1000.0,3.11111111111,Summer,33102,Toads,Club,2012,1186.66666667
4/3 Div 3,1000.0,-0.277777777778,Summer,32956,Top Shelf,Club,2012,983.333333333
5/2 Div 1,1700.0,3.5,Summer,33199,Bacon,Club,2012,1910.0
5/2 Div 1,1700.0,3.0,Summer,32973,Boom Strike,Club,2012,1880.0
5/2 Div 1,1700.0,5.0,Summer,32980,Fresh2Death,Club,2012,2000.0
5/2 Div 1,1700.0,3.27272727273,Summer,32981,Stonecutters,Club,2012,1896.36363636
5/2 Div 1,1700.0,1.54545454545,Summer,33188,Teenage Cavemen,Club,2012,1792.72727273
5/2 Div 1,1700.0,-1.42857142857,Summer,33195,Wey-Hi,Club,2012,1614.28571429
5/2 Div 2,1300.0,-2.125,Summer,33203,Demons,Club,2012,1172.5
5/2 Div 2,1300.0,-2.5,Summer,33202,Eat Club,Club,2012,1150.0
5/2 Div 2,1300.0,3.0,Summer,32977,Get Flat Ultimate,Club,2012,1480.0
5/2 Div 2,1300.0,-3.4,Summer,33197,Hucky McThrowandcatch,Club,2012,1096.0
5/2 Div 2,1300.0,-1.18181818182,Summer,33204,JuJuHex,Club,2012,1229.09090909
5/2 Div 2,1300.0,2.5,Summer,33208,Killer Bees,Club,2012,1450.0
5/2 Div 2,1300.0,4.09090909091,Summer,33190,Maverick,Club,2012,1545.45454545
5/2 Div 2,1300.0,4.7,Summer,33185,Tyler Perry's HAOS of Pain,Club,2012,1582.0
5/2 Div 2,1300.0,8.0,Summer,33226,WHUF,Club,2012,1780.0
5/2 Div 3,900.0,1.52380952381,Summer,32987,Flying Salsa,Club,2012,991.428571429
5/2 Div 3,900.0,0.0769230769231,Summer,33191,Granite State Grass Stains,Club,2012,904.615384615
5/2 Div 3,900.0,-0.3,Summer,33230,Green Flash,Club,2012,882.0
5/2 Div 3,900.0,4.26666666667,Summer,33194,Hammers In Paris,Club,2012,1156.0
5/2 Div 3,900.0,1.71428571429,Summer,33146,Hungry Hippos,Club,2012,1002.85714286
5/2 Div 3,900.0,-7.4,Summer,33222,Jiggy,Club,2012,456.0
5/2 Div 3,900.0,-0.4,Summer,33108,M.O.B.,Club,2012,876.0
5/2 Div 3,900.0,-6.93333333333,Summer,33228,Porkbellies,Club,2012,484.0
5/2 Div 3,900.0,2.2,Summer,33196,Rabbit Disk,Club,2012,1032.0
5/2 Div 3,900.0,0.571428571429,Summer,32952,Spam,Club,2012,934.285714286
5/2 Div 3,900.0,-8.625,Summer,32959,Spawning Alewives,Club,2012,382.5
5/2 Div 3,900.0,-0.615384615385,Summer,33201,The Defenestration of Prague,Club,2012,863.076923077
5/2 Div 3,900.0,-5.75,Summer,32982,THEM!,Club,2012,555.0
5/2 Div 3,900.0,0.444444444444,Summer,33148,Underwater Monkey Cowboys,Club,2012,926.666666667
5/2 Div 3,900.0,0.105263157895,Summer,33223,WolfGang,Club,2012,906.315789474
5/2 Div 4,800.0,-9.16666666667,Summer,33189,Pulp Flicktion,Club,2012,250.0
5/2 Div 4,800.0,-5.33333333333,Summer,33192,Too Drunk to Fail,Club,2012,480.0
Open Div 1,1400.0,1.8,Summer,33212,Aer Dingus,Club,2012,1508.0
Open Div 1,1400.0,-9.55555555556,Summer,33200,AfterImage,Club,2012,826.666666666
Open Div 1,1400.0,3.2,Summer,33224,Black and Blue,Club,2012,1592.0
Open Div 1,1400.0,1.73684210526,Summer,32965,Crossroads,Club,2012,1504.21052632
Open Div 1,1400.0,2.42857142857,Summer,32983,Discellaneous,Club,2012,1545.71428571
Open Div 1,1400.0,2.72727272727,Summer,33232,Fat Bass,Club,2012,1563.63636364
Open Div 1,1400.0,5.0,Summer,33221,Flying Jackalopes,Club,2012,1700.0
Open Div 1,1400.0,1.625,Summer,33101,Savage Strike,Club,2012,1497.5
Open Div 1,1400.0,-0.916666666667,Summer,32978,Spirit Fowl,Club,2012,1345.0
Open Div 1,1400.0,-1.07142857143,Summer,32967,Stall 9,Club,2012,1335.71428571
Open Div 2,1200.0,0.0,Summer,33216,Cupasaurus Lex,Club,2012,1200.0
Open Div 2,1200.0,1.92307692308,Summer,33205,DISCtinguished Gentlemen,Club,2012,1315.38461538
Open Div 2,1200.0,-3.7,Summer,33225,Hammer Bros.,Club,2012,978.0
Open Div 2,1200.0,1.66666666667,Summer,32970,South Coast WiPPs,Club,2012,1300.0
Open Div 2,1200.0,-6.16666666667,Summer,33209,The Funky Bunch,Club,2012,830.0
JP Coed,0.0,3.4,Spring,32920,Skyabetes (35),Hat,2012,204.0
JP Coed,0.0,1.83333333333,Spring,32921,Cherry Bombe (36),Hat,2012,110.0
JP Coed,0.0,-1.5,Spring,32962,Dumpin' Donuts (37),Hat,2012,-90.0
JP Coed,0.0,-3.8,Spring,32963,Bacon D Lime Pie (38),Hat,2012,-228.0
JP Mixed (4/3),0.0,5.71428571429,Spring,32886,Purple Peeps (1),Hat,2012,342.857142857
JP Mixed (4/3),0.0,3.83333333333,Spring,32887,Bread Putting Huckantaschen (2),Hat,2012,230.0
JP Mixed (4/3),0.0,-0.833333333333,Spring,32888,Bubble Gumdropsies (3),Hat,2012,-50.0
JP Mixed (4/3),0.0,-3.14285714286,Spring,32889,Sand Storm (4),Hat,2012,-188.571428572
JP Mixed (4/3),0.0,4.4,Spring,32890,Soft Serve (5),Hat,2012,264.0
JP Mixed (4/3),0.0,3.14285714286,Spring,32891,Oreo Milkshake (6),Hat,2012,188.571428572
JP Mixed (4/3),0.0,-5.57142857143,Spring,32892,Seven Lay Out Bar (7),Hat,2012,-334.285714286
JP Mixed (4/3),0.0,-2.0,Spring,32893,CutCake (8),Hat,2012,-120.0
JP Mixed (4/3),0.0,-3.16666666667,Spring,32894,Champagne Scoober Nova (9),Hat,2012,-190.0
JP Mixed (4/3),0.0,0.285714285714,Spring,32895,D Lime Pie (10),Hat,2012,17.1428571428
JP Mixed (4/3),0.0,1.16666666667,Spring,32896,Yellow Snow Cones (11),Hat,2012,70.0000000002
JP Mixed (4/3),0.0,-3.16666666667,Spring,32897,Huckleberry Cupcakes (12),Hat,2012,-190.0
JP Mixed (4/3),0.0,0.857142857143,Spring,32898,Discotti (13),Hat,2012,51.4285714286
JP Mixed (4/3),0.0,-4.85714285714,Spring,32899,Grapesicle (14),Hat,2012,-291.428571428
JP Mixed (4/3),0.0,3.28571428571,Spring,32900,Caramel Camel Cupcake Caravan (15),Hat,2012,197.142857143
JP Mixed (4/3),0.0,2.28571428571,Spring,32901,Key Lime Sky (16),Hat,2012,137.142857143
JP Mixed (4/3),0.0,5.57142857143,Spring,32902,Tealicious (17),Hat,2012,334.285714286
JP Mixed (4/3),0.0,-2.85714285714,Spring,32903,Tart Slots (18),Hat,2012,-171.428571428
JP Mixed (4/3),0.0,2.28571428571,Spring,32904,Orange u glad we dont hve a name (19),Hat,2012,137.142857143
JP Mixed (4/3),0.0,-1.71428571429,Spring,32905,Grasshopper Torte (20),Hat,2012,-102.857142857
JP Mixed (4/3),0.0,-6.0,Spring,32906,Double Stuf and Score (21),Hat,2012,-360.0
JP Mixed (4/3),0.0,3.28571428571,Spring,32907,Peep Show (22),Hat,2012,197.142857143
JP Mixed (4/3),0.0,-0.571428571429,Spring,32908,Hot Date (23),Hat,2012,-34.2857142857
JP Mixed (4/3),0.0,-1.57142857143,Spring,32909,Cuttin' Candy (24),Hat,2012,-94.2857142858
Lexington Coed (5/2) Weekend,0.0,-5.0,Spring,32910,Creme Brulayout (25),Hat,2012,-300.0
Lexington Coed (5/2) Weekend,0.0,-3.28571428571,Spring,32911,Late Night Stack (26),Hat,2012,-197.142857143
